;;;;;$910;1,5;
;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;VALOR PESOS $;PRECIO COSTO NETO  ;TIPO CAMBIO $;PORCENTAJE;PRECIO VENTA NETO 
\PROVISIONES\ABARROTES;CHERRIES IN SYRUP - CEREZAS ALMIBAR 500GRS/BOX;BOX;$2.059;2,26;$910;1,5;3,39
\PROVISIONES\ABARROTES;CHERRIES MARRASCHINO 250 GRS;TIN;$2.513;2,76;$910;1,5;4,14
\PROVISIONES\ABARROTES;CHEWABLES - MASTICABLES MENNTOS 114GRS;PKT;$1.765;1,94;$910;1,5;2,91
\PROVISIONES\ABARROTES;CHEWABLES - MASTICABLES MENNTOS 29,5GRS;PKT;;0;$910;1,5;0
\PROVISIONES\ABARROTES;CHIA SEED - CHIA;KG;$5.500;6,04;$910;1,5;9,07
\PROVISIONES\ABARROTES;CHICK PEAS - GARBANZO;KG;$2.941;3,23;$910;1,5;4,85
\PROVISIONES\ABARROTES;CHICKEN BOUILLON - CONCENTRADO DE POLLO;KG;$2.290;2,52;$910;1,5;3,77
\PROVISIONES\ABARROTES;CHICKEN CUBES MAGGIE 1X12 ;PKT;$1.252;1,38;$910;1,5;2,06
\PROVISIONES\ABARROTES;CHILI FLAKES - MERKEN 500GR;PKT;$9.250;10,16;$910;1,5;15,25
\PROVISIONES\ABARROTES;CHILI POWDER - MERKEN;KG;$7.600;8,35;$910;1,5;12,53
\PROVISIONES\ABARROTES;CHILI GARLIC SAUCE - SALSA AJI Y AJO;BTL;$3.000;3,3;$910;1,5;4,95
\PROVISIONES\ABARROTES;CHILI SAUCE - SALSA AJI 100 ML;BTL;$2.093;2,3;$910;1,5;3,45
\PROVISIONES\ABARROTES;CHILI SAUCE PASTE  - SALSA DE AJI PASTA 240 ML;BTL;$1.160;1,27;$910;1,5;1,91
\PROVISIONES\ABARROTES;CHILI SAUCE SWEET - SALSA AJI DULCE 700ml;BTL;$2.780;3,05;$910;1,5;4,58
\PROVISIONES\ABARROTES;CHOCO CHIPS COOKIES 120 GRS;PKT;$740;0,81;$910;1,5;1,22
\PROVISIONES\ABARROTES;CHIPS MARAVILLA- GALLETAS MARAVILLA 120 GRS;PKT;$740;0,81;$910;1,5;1,22
\PROVISIONES\ABARROTES;CHOCOLATE ASSORTED NESTLE 251GRS/PKT;GRS;$4.450;4,89;$910;1,5;7,34
\PROVISIONES\ABARROTES;CHOCOLATE MILKA 80 GRS;BAR;$1.589;1,75;$910;1,5;2,62
\PROVISIONES\ABARROTES;CHOCOLATE MILKA 125GRS;BAR;$2.513;2,76;$910;1,5;4,14
\PROVISIONES\ABARROTES;CHOCOLATE SAHNE NUSS 160 GR;PCE;$3.665;4,03;$910;1,5;6,04
\PROVISIONES\ABARROTES;CHOCOLATE SPRINKLES - CHOCOLATE DECORACION 100 GR;PKT;$1.280;1,41;$910;1,5;2,11
\PROVISIONES\ABARROTES;CHOCOLATE TOBLERONE 100 GRS;UNID;$3.613;3,97;$910;1,5;5,96
\PROVISIONES\ABARROTES;CHOCOLATE WAFER - OBLEAS DE CHOCOLATE 140gr;PKT;$1.380;1,52;$910;1,5;2,27
\PROVISIONES\ABARROTES;CHOCOLATE CHIPS 110 GRS;PKT;$798;0,88;$910;1,5;1,32
\PROVISIONES\ABARROTES;CHOCOLATE CHIPS CAKE TOPPING;KG;$8.890;9,77;$910;1,5;14,65
\PROVISIONES\ABARROTES;CHOCOLATE COOKING DARK - CHOCOLATE COCINA;KG;$6.219;6,83;$910;1,5;10,25
\PROVISIONES\ABARROTES;CHOCOLATE CAREVELLA DARK;PKT;$5.798;6,37;$910;1,5;9,56
\PROVISIONES\ABARROTES;CHOCOLATE GOLDEN NUSS 140GR;UNID;$1.681;1,85;$910;1,5;2,77
\PROVISIONES\ABARROTES;CHOCOLATE HERSHEY'S MILK 82 G;BAR;$1.504;1,65;$910;1,5;2,48
\PROVISIONES\ABARROTES;CHOCOLATE KIT KAT 41.5 GRS;BAR;$1.130;1,24;$910;1,5;1,86
\PROVISIONES\ABARROTES;CHOCOLATE CAPRI STUFFED FRUIT 90GRS;BAR;$1.294;1,42;$910;1,5;2,13
\PROVISIONES\ABARROTES;CHOCOLATE M&M 49 GRS YELLOW & BROWN;PKT;$1.168;1,28;$910;1,5;1,93
\PROVISIONES\ABARROTES;CHOCOLATE M&M BROWN 141 GR YELLOW & BROWN;PKT;$2.882;3,17;$910;1,5;4,75
\PROVISIONES\ABARROTES;CHOCOLATE PRESTIGIO 35 GRS;BAR;$870;0,96;$910;1,5;1,43
\PROVISIONES\ABARROTES;CHOCOLATE ROLLS 150 GR;PKT;$1.975;2,17;$910;1,5;3,26
\PROVISIONES\ABARROTES;CHOCOLATE SNICKERS 53 GR;UNID;$1.168;1,28;$910;1,5;1,93
\PROVISIONES\ABARROTES;CHOCOLATE TRENCITO 150 GRS;BAR;$2.849;3,13;$910;1,5;4,7
\PROVISIONES\ABARROTES;CHOCOLATE TWIX 50.7 GRS;UNID;$1.168;1,28;$910;1,5;1,93
\PROVISIONES\ABARROTES;CHOCOLATE RITTER ALPINE 100 GRS;GRS;$3.714;4,08;$910;1,5;6,12
\PROVISIONES\ABARROTES;CHOCOLATE COOKIE -GALLETA CHOCOLATE 140 GRS;GRS;$725;0,8;$910;1,5;1,2
\PROVISIONES\ABARROTES;CHARCOAL - CARBÓN VEGETAL 2.5 KG;PKT;$2.450;2,69;$910;1,5;4,04
\PROVISIONES\ABARROTES;CINAMON STICK - CANELA ENTERA KG;KG;$27.731;30,47;$910;1,5;45,71
\PROVISIONES\ABARROTES;CINNAMON 500 GR - CANELA 500 GR;PKT;$13.866;15,24;$910;1,5;22,86
\PROVISIONES\ABARROTES;CINNAMON ROLLS 85 GR - ROLLITOS DE CANELA (READY);PCS;$1.176;1,29;$910;1,5;1,94
\PROVISIONES\ABARROTES;CLOVE WHOLE - CLAVO DE OLOR;KG;$23.259;25,56;$910;1,5;
\PROVISIONES\ABARROTES;CLOVES 500 GR - CLAVOS DE OLOR;PKT;$11.629;12,78;$910;1,5;19,17
\PROVISIONES\ABARROTES;COCKTAIL DE FRUTAS X 800;TIN;$2.050;2,25;$910;1,5;3,38
\PROVISIONES\ABARROTES;COCKTAIL DE FRUTILLAS 565 GRS;TIN;$1.810;1,99;$910;1,5;2,98
\PROVISIONES\ABARROTES;COCO BISCUIT - GALLETAS DE COCO 120 GRS;PKT;$807;0,89;$910;1,5;1,33
\PROVISIONES\ABARROTES;COCOA SWEET;KG;$7.300;8,02;$910;1,5;12,03
\PROVISIONES\ABARROTES;COCONUT CREAM- CREMA DE COCO 400 GRS;UNID;$2.436;2,68;$910;1,5;4,02
\PROVISIONES\ABARROTES;COCONUT MILK - LECHE DE COCO 400 GRS;UNID;$1.800;1,98;$910;1,5;2,97
\PROVISIONES\ABARROTES;COCONUT OIL 500 GR - ACEITE COCO;UNID;$7.521;8,26;$910;1,5;12,4
\PROVISIONES\ABARROTES;COCONUT POWDER - COCO RALLADO;KG;$7.899;8,68;$910;1,5;13,02
\PROVISIONES\ABARROTES;COCONUT POWDER 500 GR - COCO RALLADO;PKT;$3.949;4,34;$910;1,5;6,51
\PROVISIONES\ABARROTES;CONCENTRADO JUGO DE NARANJA - CONCENTRATE JUICE ORANGE;LT;$840;0,92;$910;1,5;1,38
\PROVISIONES\ABARROTES;COFEE CAPUCCINO X 8´S 120GR;BOX;$3.521;3,87;$910;1,5;
\PROVISIONES\ABARROTES;COFFE JACOB BEANS WHOLE - CAFE GRANO ENTERO 500 GRS (ITALIAN);KG;$16.000;17,58;$910;1,5;26,37
\PROVISIONES\ABARROTES;COFFEE DESCAFFEINATED 170 GRS - CAFE DESCAFEINADO;TIN;$6.512;7,16;$910;1,5;10,73
\PROVISIONES\ABARROTES;COFFEE INST NESCAFE 170 G - CAFE INSTANTANEO NESCAFE 170 G;BTL;$5.180;5,69;$910;1,5;
\PROVISIONES\ABARROTES;COFFEE MATE - CREMORA 425 GRS;BTL;$4.025;4,42;$910;1,5;6,63
\PROVISIONES\ABARROTES;CONCENTRATE LEMON JUICE - JUGO  CONCENTRADO LIMON 500 ML;BTL;$992;1,09;$910;1,5;1,64
\PROVISIONES\ABARROTES;CONDENSED MILK - LECHE CONDENSADA 400 GRS;TIN;$1.290;1,42;$910;1,5;2,13
\PROVISIONES\ABARROTES;COOKING OIL 900 ML - ACEITE VEGETAL ;BTL;$1.378;1,51;$910;1,5;2,27
