;;;;;$ 930;1,55;;;;;;
;;;;;;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;VALOR PESOS $;PRECIO COSTO NETO  ;TIPO CAMBIO $;PORCENTAJE;PRECIO VENTA NETO ;;;;;
\PROVISIONES\ABARROTES;CHILI SAUCE PASTE  - SALSA DE AJI PASTA 240 ML;BTL;$ 1.450;1,56;$ 930;1,55;2,42;;;;;
\PROVISIONES\ABARROTES;CHILI SAUCE SWEET - SALSA AJI DULCE 700ml;BTL;$ 2.184;2,35;$ 930;1,55;3,64;;;;;
\PROVISIONES\ABARROTES;CHILI SAUCE CREAMY 240 GRS;PKT;$ 1.160;1,25;$ 930;1,55;1,93;;;;;
\PROVISIONES\ABARROTES;CHILLI AJI CREAM - AJI CREMA 240 GRS;GRS; $1.160 ;1,25;$ 930;1,55;1,93;;;;;
\PROVISIONES\ABARROTES;CHIMICHURRI SEASONING - LOCAL 250 GRS;BTL;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CHINESSE NOODLES 250 GR - FIDEOS CHINOS ;PKT;$ 2.380;2,56;$ 930;1,55;3,97;;;;;
\PROVISIONES\ABARROTES;CHIPS COOKIES 125 GRS;PKT;$ 798;0,86;$ 930;1,55;1,33;;;;;
\PROVISIONES\ABARROTES;CHIPS OBLEA COOKIES SURT 160 GRS;PKT;$ 1.260;1,35;$ 930;1,55;2,10;;;;;
\PROVISIONES\ABARROTES;CHIPS MARAVILLA- GALLETAS MARAVILLA 120 GRS;PKT;$ 740;0,80;$ 930;1,55;1,23;;;;;
\PROVISIONES\ABARROTES;CHOC 68% CACAO 100 GRS - CHOCOLATE AMARGO;BARRA;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE CAKE -TORTA LISTA CHOCOALTE 500GRS;; $2.625 ;2,82;$ 930;1,55;4,38;;;;;
\PROVISIONES\ABARROTES;CHOCOLAT - SUPER 8 CHOCOLATE;PCS;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE ASSORTED NESTLE 251GRS/PKT;GRS;$ 4.450;4,78;$ 930;1,55;;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE MILKA 100 GRS;BARRA;$ 1.504;1,62;$ 930;1,55;2,51;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE SAHNE NUSS 160 GR;PCE;$ 3.521;3,79;$ 930;1,55;5,87;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE  SCHOGETTEN 100 GR;BARRA;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE SPRINKLES - CHOCOLATE DECORACION 100 GR;PKT;$ 1.280;1,38;$ 930;1,55;2,13;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE TOBLERONE 100 GRS;UNID;$ 3.017;3,24;$ 930;1,55;5,03;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE WAFER - OBLEAS DE CHOCOLATE ;UNID;$ 1.386;1,49;$ 930;1,55;2,31;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE CHIPS 110 GRS;PKT;$ 798;0,86;$ 930;1,55;1,33;;;;;
\PROVISIONES\ABARROTES;CHOCO CHIPS COOKIE - GALLETAS CHOCO CHIPS 125 GRS;GRS; $750 ;0,81;$ 930;1,55;1,25;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE CHIPS CAKE TOPPING;KGS;$ 8.890;9,56;$ 930;1,55;14,82;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE COOKING DARK - CHOCOLATE COCINA;KILO;$ 6.219;6,69;$ 930;1,55;10,37;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE CAREVELLA DARK;PKT;$ 5.798;6,23;$ 930;1,55;9,66;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE GOLDEN NUSS 140GR;UNID;$ 1.681;1,81;$ 930;1,55;;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE HERSHEY'S MILK 82 G;PCS;$ 1.394;1,50;$ 930;1,55;2,32;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE KIT KAT 48 GRS;UNID;$ 1.135;1,22;$ 930;1,55;1,89;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE CAPRI STUFFED FRUIT;UNID;;0,00;$ 930;1,55;;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE M&M 48 GRS YELLOW & BROWN;UNID;$ 1.084;1,17;$ 930;1,55;1,81;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE M&M BROWN 141 GR YELLOW & BROWN;UNID;$ 2.816;3,03;$ 930;1,55;4,69;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE PRESTIGIO 25 GRS;UNID;$ 631;0,68;$ 930;1,55;1,05;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE ROLLS 150 GR;PCS;$ 1.681;1,81;$ 930;1,55;2,80;;;;;
\PROVISIONES\ABARROTES;CHOCOLATE SNICKERS 48 GR;UNID;$ 1.084;1,17;$ 930;1,55;1,81;;;;;
